COUNTYFP,COUNAME,STNAME,POPULATION,LATITUDE,LONGITUDE
159,Martin,Kentucky,12929,37.830545,-82.51692
161,Mason,Kentucky,17490,38.616398,-83.788535
163,Meade,Kentucky,28602,37.934298,-86.132811
165,Menifee,Kentucky,6306,37.939449,-83.598399
167,Mercer,Kentucky,21331,37.785009,-84.849691
169,Metcalfe,Kentucky,10099,36.990816,-85.641586
171,Monroe,Kentucky,10963,36.708328,-85.729921
173,Montgomery,Kentucky,26499,38.035773,-83.917436
175,Morgan,Kentucky,13923,37.91274,-83.266566
177,Muhlenberg,Kentucky,31499,37.23809,-87.14704
179,Nelson,Kentucky,43437,37.818018,-85.460371
181,Nicholas,Kentucky,7135,38.327655,-84.023779
183,Ohio,Kentucky,23842,37.465058,-86.864293
185,Oldham,Kentucky,60316,38.372848,-85.459538
187,Owen,Kentucky,10841,38.531935,-84.831925
189,Owsley,Kentucky,4755,37.452097,-83.684099
191,Pendleton,Kentucky,14877,38.715798,-84.359742
193,Perry,Kentucky,28712,37.257625,-83.20106
195,Pike,Kentucky,65024,37.463505,-82.420659
197,Powell,Kentucky,12613,37.852293,-83.88113
199,Pulaski,Kentucky,63063,37.092819,-84.614645
201,Robertson,Kentucky,2282,38.520826,-84.048848
203,Rockcastle,Kentucky,17056,37.381612,-84.348396
205,Rowan,Kentucky,23333,38.194616,-83.442318
207,Russell,Kentucky,17565,37.029336,-85.05932
209,Scott,Kentucky,47173,38.231691,-84.570575
211,Shelby,Kentucky,42074,38.213513,-85.230241
213,Simpson,Kentucky,17327,36.733285,-86.572109
215,Spencer,Kentucky,17061,38.059721,-85.350915
217,Taylor,Kentucky,24512,37.350402,-85.343425
219,Todd,Kentucky,12460,36.81176,-87.171454
221,Trigg,Kentucky,14339,36.847047,-87.836202
223,Trimble,Kentucky,8809,38.620698,-85.332526
225,Union,Kentucky,15007,37.653315,-87.926958
227,Warren,Kentucky,113792,36.970396,-86.434563
229,Washington,Kentucky,11717,37.738655,-85.190875
231,Wayne,Kentucky,20813,36.837888,-84.844614
233,Webster,Kentucky,13621,37.499711,-87.687044
235,Whitley,Kentucky,35637,36.809692,-84.140995
237,Wolfe,Kentucky,7355,37.740622,-83.510902
239,Woodford,Kentucky,24939,38.050068,-84.727271
1,Acadia,Louisiana,61773,30.278555,-92.351799
3,Allen,Louisiana,25764,30.669387,-92.774458
5,Ascension,Louisiana,107215,30.248525,-90.934028
7,Assumption,Louisiana,23421,29.922957,-91.06645
9,Avoyelles,Louisiana,42073,31.053586,-92.062566
11,Beauregard,Louisiana,35654,30.733885,-93.287136
13,Bienville,Louisiana,14353,32.388898,-93.080261
15,Bossier,Louisiana,116979,32.555697,-93.656675
17,Caddo,Louisiana,254969,32.472074,-93.800831
19,Calcasieu,Louisiana,192768,30.227531,-93.261485
21,Caldwell,Louisiana,10132,32.078215,-92.103757
23,Cameron,Louisiana,6839,29.956693,-93.212142
25,Catahoula,Louisiana,10407,31.696936,-91.824471
27,Claiborne,Louisiana,17195,32.833682,-93.03306
29,Concordia,Louisiana,20822,31.592783,-91.545991
31,De Soto,Louisiana,26656,32.10498,-93.776734
33,East Baton Rouge,Louisiana,440171,30.462492,-91.100943
35,East Carroll,Louisiana,7759,32.770972,-91.19516
37,East Feliciana,Louisiana,20267,30.826843,-91.089224
39,Evangeline,Louisiana,33984,30.685722,-92.362231
41,Franklin,Louisiana,20767,32.143813,-91.696268
43,Grant,Louisiana,22309,31.534149,-92.542816
45,Iberia,Louisiana,73240,29.994199,-91.810231
47,Iberville,Louisiana,33387,30.272099,-91.234302
49,Jackson,Louisiana,16274,32.280659,-92.646015
51,Jefferson,Louisiana,432552,29.945261,-90.153175
53,Jefferson Davis,Louisiana,31594,30.240194,-92.738028
55,Lafayette,Louisiana,221578,30.205215,-92.043759
57,Lafourche,Louisiana,96318,29.679993,-90.615099
59,La Salle,Louisiana,14890,31.730558,-92.172553
61,Lincoln,Louisiana,46735,32.549258,-92.64793
63,Livingston,Louisiana,128026,30.483388,-90.840765
65,Madison,Louisiana,12093,32.397648,-91.196834
67,Morehouse,Louisiana,27979,32.786393,-91.886161
69,Natchitoches,Louisiana,39566,31.759482,-93.097361
71,Orleans,Louisiana,343829,29.972699,-90.05284
73,Ouachita,Louisiana,153720,32.514346,-92.129634
75,Plaquemines,Louisiana,23042,29.72176,-89.90076
77,Pointe Coupee,Louisiana,22802,30.67107,-91.50006
79,Rapides,Louisiana,131613,31.28458,-92.457473
81,Red River,Louisiana,9091,32.054629,-93.307602
83,Richland,Louisiana,20725,32.441085,-91.714756
85,Sabine,Louisiana,24233,31.581882,-93.566643
87,St. Bernard,Louisiana,35897,29.928239,-89.934425
89,St. Charles,Louisiana,52780,29.939397,-90.376773
91,St. Helena,Louisiana,11203,30.788338,-90.693879
93,St. James,Louisiana,22102,30.020769,-90.737207
95,St. John the Baptist,Louisiana,45924,30.071497,-90.513417
97,St. Landry,Louisiana,83384,30.514029,-92.111314
99,St. Martin,Louisiana,52160,30.229052,-91.835169
101,St. Mary,Louisiana,54650,29.740593,-91.344782
103,St. Tammany,Louisiana,233740,30.383308,-89.948329
105,Tangipahoa,Louisiana,121097,30.571611,-90.455513
107,Tensas,Louisiana,5252,31.964792,-91.297084
109,Terrebonne,Louisiana,111860,29.592812,-90.722239
111,Union,Louisiana,22721,32.794504,-92.404307
113,Vermilion,Louisiana,57999,29.993689,-92.165923
115,Vernon,Louisiana,52334,31.094949,-93.245823
117,Washington,Louisiana,47168,30.835918,-89.996174
119,Webster,Louisiana,41207,32.7001,-93.340925
121,West Baton Rouge,Louisiana,23788,30.443957,-91.264463
123,West Carroll,Louisiana,11604,32.816551,-91.431802
125,West Feliciana,Louisiana,15625,30.893607,-91.404737
127,Winn,Louisiana,15313,31.929892,-92.676588
1,Androscoggin,Maine,107702,44.119069,-70.201312
3,Aroostook,Maine,71870,46.705048,-68.086628
5,Cumberland,Maine,281674,43.748088,-70.305589
7,Franklin,Maine,30768,44.70749,-70.225634
9,Hancock,Maine,54418,44.471475,-68.467743
11,Kennebec,Maine,122151,44.396102,-69.749178
13,Knox,Maine,39736,44.129786,-69.162849
15,Lincoln,Maine,34457,44.032332,-69.555057
17,Oxford,Maine,57833,44.28237,-70.61336
19,Penobscot,Maine,153923,44.953036,-68.79423
21,Piscataquis,Maine,17535,45.242097,-69.263375
23,Sagadahoc,Maine,35293,43.956202,-69.869704
25,Somerset,Maine,52228,44.821921,-69.685757
27,Waldo,Maine,38786,44.491137,-69.086553
29,Washington,Maine,32856,44.863591,-67.464919
31,York,Maine,197131,43.424108,-70.640561
1,Allegany,Maryland,75087,39.629197,-78.822261
3,Anne Arundel,Maryland,537656,39.067301,-76.598917
5,Baltimore,Maryland,805029,39.369252,-76.620366
9,Calvert,Maryland,88737,38.548518,-76.542042
11,Caroline,Maryland,33066,38.874331,-75.831491
13,Carroll,Maryland,167134,39.527218,-76.9931
15,Cecil,Maryland,101108,39.613824,-75.936585
17,Charles,Maryland,146551,38.578559,-76.953006
19,Dorchester,Maryland,32618,38.570623,-76.009758
21,Frederick,Maryland,233385,39.432254,-77.400231
23,Garrett,Maryland,30097,39.512187,-79.303138
25,Harford,Maryland,244826,39.521376,-76.310879
27,Howard,Maryland,287085,39.219271,-76.856729
29,Kent,Maryland,20197,39.24506,-76.058525
31,Montgomery,Maryland,971777,39.086185,-77.122862
33,Prince George's,Maryland,863420,38.908576,-76.889947
35,Queen Anne's,Maryland,47798,39.022436,-76.148099
37,St. Mary's,Maryland,105151,38.307326,-76.578864
39,Somerset,Maryland,26470,38.132883,-75.743445
41,Talbot,Maryland,37782,38.769665,-76.098126
43,Washington,Maryland,147430,39.617574,-77.731386
45,Wicomico,Maryland,98733,38.371571,-75.595082
47,Worcester,Maryland,51454,38.301936,-75.238169
510,Baltimore,Maryland,620961,39.314892,-76.619614
1,Barnstable,Massachusetts,215888,41.690216,-70.333968
3,Berkshire,Massachusetts,131219,42.460781,-73.216577
5,Bristol,Massachusetts,548285,41.793219,-71.108301
7,Dukes,Massachusetts,16535,41.421286,-70.602745
9,Essex,Massachusetts,743159,42.62479,-70.987816
11,Franklin,Massachusetts,71372,42.578289,-72.558703
13,Hampden,Massachusetts,463490,42.125927,-72.575325
15,Hampshire,Massachusetts,158080,42.312537,-72.573322
17,Middlesex,Massachusetts,1503085,42.448546,-71.255223
19,Nantucket,Massachusetts,10172,41.267912,-70.09112
21,Norfolk,Massachusetts,670850,42.202695,-71.14756
23,Plymouth,Massachusetts,494919,42.023962,-70.853689
25,Suffolk,Massachusetts,722023,42.334806,-71.078632
27,Worcester,Massachusetts,798552,42.303704,-71.805321
1,Alcona,Michigan,10942,44.665115,-83.467594
3,Alger,Michigan,9601,46.388671,-86.70041
5,Allegan,Michigan,111408,42.603137,-85.874288
7,Alpena,Michigan,29598,45.050953,-83.504463
9,Antrim,Michigan,23580,44.978647,-85.198692
11,Arenac,Michigan,15899,44.044496,-83.88273
13,Baraga,Michigan,8860,46.765021,-88.45426
15,Barry,Michigan,59173,42.614153,-85.341744
17,Bay,Michigan,107771,43.630574,-83.928385
19,Benzie,Michigan,17525,44.650382,-86.016123
21,Berrien,Michigan,156813,41.987514,-86.407539
23,Branch,Michigan,45248,41.929764,-85.031761
25,Calhoun,Michigan,136146,42.289509,-85.101835
27,Cass,Michigan,52293,41.891974,-86.040589
29,Charlevoix,Michigan,25949,45.247029,-85.115158
31,Cheboygan,Michigan,26152,45.512741,-84.518691
33,Chippewa,Michigan,38520,46.367641,-84.395364
35,Clare,Michigan,30926,43.945731,-84.826409
37,Clinton,Michigan,75382,42.891278,-84.55503
39,Crawford,Michigan,14074,44.655061,-84.666533
41,Delta,Michigan,37069,45.802381,-87.066378
43,Dickinson,Michigan,26168,45.833651,-88.01381
45,Eaton,Michigan,107759,42.64387,-84.740485
47,Emmet,Michigan,32694,45.433951,-84.908934
49,Genesee,Michigan,425790,43.006414,-83.694732
51,Gladwin,Michigan,25692,43.967071,-84.437377
53,Gogebic,Michigan,16427,46.435975,-89.978538
55,Grand Traverse,Michigan,86986,44.710656,-85.607171
57,Gratiot,Michigan,42476,43.343314,-84.629372
59,Hillsdale,Michigan,46688,41.917025,-84.603983
61,Houghton,Michigan,36628,47.12765,-88.54161
63,Huron,Michigan,33118,43.833604,-83.061783
65,Ingham,Michigan,280895,42.68888,-84.487816
67,Ionia,Michigan,63905,42.956879,-85.085925
69,Iosco,Michigan,25887,44.356582,-83.53696
71,Iron,Michigan,11817,46.098021,-88.534279
73,Isabella,Michigan,70311,43.607247,-84.799832
75,Jackson,Michigan,160248,42.241313,-84.406366
77,Kalamazoo,Michigan,250331,42.26348,-85.584896
79,Kalkaska,Michigan,17153,44.720698,-85.166074
81,Kent,Michigan,602622,42.963793,-85.626605
83,Keweenaw,Michigan,2156,47.333639,-88.30247
85,Lake,Michigan,11539,43.95981,-85.798358
87,Lapeer,Michigan,88319,43.059695,-83.250561
89,Leelanau,Michigan,21708,44.909768,-85.732585
91,Lenawee,Michigan,99892,41.925187,-84.052388
93,Livingston,Michigan,180967,42.573054,-83.857596
95,Luce,Michigan,6631,46.334456,-85.550951
97,Mackinac,Michigan,11113,45.997905,-84.879992
99,Macomb,Michigan,840978,42.58689,-82.957388
101,Manistee,Michigan,24733,44.303916,-86.188019
103,Marquette,Michigan,67077,46.486961,-87.494598
105,Mason,Michigan,28705,43.974937,-86.347842
107,Mecosta,Michigan,42798,43.653562,-85.388822
109,Menominee,Michigan,24029,45.341048,-87.582124
111,Midland,Michigan,83629,43.642775,-84.298064
113,Missaukee,Michigan,14849,44.305822,-85.179438
115,Monroe,Michigan,152021,41.900249,-83.485782
117,Montcalm,Michigan,63342,43.288474,-85.180571
119,Montmorency,Michigan,9765,44.999428,-84.123031
121,Muskegon,Michigan,172188,43.244173,-86.215441
123,Newaygo,Michigan,48460,43.46692,-85.809843
125,Oakland,Michigan,1202362,42.587535,-83.310386
127,Oceana,Michigan,26570,43.632703,-86.304176
129,Ogemaw,Michigan,21699,44.287569,-84.123289
131,Ontonagon,Michigan,6780,46.720246,-89.2851
133,Osceola,Michigan,23528,43.965561,-85.351195
135,Oscoda,Michigan,8640,44.696783,-84.147141
137,Otsego,Michigan,24164,45.006777,-84.666879
139,Ottawa,Michigan,263801,42.909362,-86.021326
141,Presque Isle,Michigan,13376,45.356834,-83.873629
143,Roscommon,Michigan,24449,44.364864,-84.649836
145,Saginaw,Michigan,200169,43.3982,-83.993736
147,St. Clair,Michigan,163040,42.911355,-82.564383
149,St. Joseph,Michigan,61295,41.888048,-85.52719
151,Sanilac,Michigan,43114,43.364275,-82.779371
153,Schoolcraft,Michigan,8485,46.004789,-86.227647
155,Shiawassee,Michigan,70648,42.942805,-84.147237
157,Tuscola,Michigan,55729,43.429727,-83.435718
159,Van Buren,Michigan,76258,42.260692,-86.00994
161,Washtenaw,Michigan,344791,42.256943,-83.727147
163,Wayne,Michigan,1820584,42.33261,-83.217933
165,Wexford,Michigan,32735,44.307684,-85.485562
1,Aitkin,Minnesota,16202,46.570765,-93.524368
3,Anoka,Minnesota,330844,45.195145,-93.270245
5,Becker,Minnesota,32504,46.849159,-95.776251
7,Beltrami,Minnesota,44442,47.591009,-94.863032
9,Benton,Minnesota,38451,45.633538,-94.102484
11,Big Stone,Minnesota,5269,45.400021,-96.443222
13,Blue Earth,Minnesota,64013,44.129816,-93.998839
15,Brown,Minnesota,25893,44.284244,-94.599226
17,Carlton,Minnesota,35386,46.642726,-92.536239
19,Carver,Minnesota,91042,44.83804,-93.679956
21,Cass,Minnesota,28567,46.814565,-94.415763
23,Chippewa,Minnesota,12441,44.960561,-95.620749
25,Chisago,Minnesota,53887,45.453007,-92.924051
27,Clay,Minnesota,58999,46.857998,-96.672421
29,Clearwater,Minnesota,8695,47.561894,-95.388249
31,Cook,Minnesota,5176,47.783499,-90.337909
33,Cottonwood,Minnesota,11687,43.94151,-95.119501
35,Crow Wing,Minnesota,62500,46.430372,-94.158899
37,Dakota,Minnesota,398552,44.765954,-93.151767
39,Dodge,Minnesota,20087,44.02998,-92.808798
41,Douglas,Minnesota,36009,45.909027,-95.39199
43,Faribault,Minnesota,14553,43.680245,-93.957933
45,Fillmore,Minnesota,20866,43.692687,-92.082719
47,Freeborn,Minnesota,31255,43.662563,-93.361794
49,Goodhue,Minnesota,46183,44.449072,-92.667524
51,Grant,Minnesota,6018,45.943212,-95.936611
53,Hennepin,Minnesota,1152425,44.974633,-93.36119
55,Houston,Minnesota,19027,43.718927,-91.440063
57,Hubbard,Minnesota,20428,47.057887,-94.934153
59,Isanti,Minnesota,37816,45.544297,-93.261468
61,Itasca,Minnesota,45058,47.315978,-93.520532
63,Jackson,Minnesota,10266,43.665988,-95.112558
65,Kanabec,Minnesota,16239,45.886315,-93.299412
67,Kandiyohi,Minnesota,42239,45.15505,-95.016796
69,Kittson,Minnesota,4552,48.729536,-96.781108
71,Koochiching,Minnesota,13311,48.509405,-93.485728
73,Lac qui Parle,Minnesota,7259,44.982243,-96.133339
